file,line,american_spelling,canadian_spelling,is_code_context,action,snippet
wp-content/themes/reyco-marine/inc/seed-posts-brand-authority.php,516,optimized,optimised,N,REPLACE,<p>The Sport 172 is balanced and optimized for the 115 hp class. Putting a smaller motor on it means leaving performance
wp-content/themes/reyco-marine/inc/seed-posts-brand-authority.php,540,authorized,authorised,N,REPLACE,"<p>Princecraft boats are also available used, through private sales, and occasionally through sellers outside the author"
wp-content/themes/reyco-marine/inc/seed-posts-brand-authority.php,542,authorized,authorised,N,REPLACE,<p>Here is what changes when you buy from an authorized dealer like Reyco:</p>
wp-content/themes/reyco-marine/inc/seed-posts-brand-authority.php,544,authorized,authorised,N,REPLACE,<p><strong>Warranty.</strong> Princecraft's limited lifetime hull warranty requires authorized dealer purchase. A boat p
wp-content/themes/reyco-marine/inc/seed-posts-brand-authority.php,546,authorized,authorised,N,REPLACE,"<p><strong>Factory support.</strong> As an authorized Princecraft dealer, we receive product updates, service bulletins,"
wp-content/themes/reyco-marine/inc/seed-posts-brand-authority.php,568,authorized,authorised,N,REPLACE,<p>Reyco Marine is the only authorized Princecraft dealer in the Sault Ste. Marie area. We are at 11 White Oak Drive Eas
wp-content/themes/reyco-marine/inc/seed-posts-supporting-1.php,166,maximizes,maximises,N,REPLACE,<p>A dedicated fishing boat is designed from the keel up for catching fish. The hull cuts through chop better. The layou
wp-content/themes/reyco-marine/inc/seed-posts-supporting-2.php,44,authorized,authorised,N,REPLACE,<p>This one burns people every spring and it drives me nuts. Manufacturer warranties on outdoor power equipment often re
wp-content/themes/reyco-marine/inc/seed-posts-supporting-2.php,52,authorized,authorised,N,REPLACE,"<p>This is the part that kills me. Every April, we get a flood of people in our <a href=""/service/small-engine/"">small e"
wp-content/themes/reyco-marine/inc/seed-posts-supporting-3.php,241,realize,realise,N,REPLACE,"<p>If you are a first-time buyer, do not be intimidated. Half the people at a boat show are in the same position. We lov"
wp-content/themes/reyco-marine/inc/seed-posts-supporting-3.php,292,recognized,recognised,N,REPLACE,<p>First place went to a couple of local guys I recognized from the shop. They pulled a 38-inch pike just upstream of th
wp-content/themes/reyco-marine/inc/seed-posts-supporting-3.php,355,authorized,authorised,N,REPLACE,<p>The Sault sits on three of the best fishing waterways in Ontario. The St. Marys River. Lake Huron. Lake Superior. We 
wp-content/themes/reyco-marine/inc/seed-posts-supporting-3.php,424,realize,realise,N,REPLACE,<p>I had a customer last year do the math and realize he was paying about two hundred dollars per trip when he only went
wp-content/themes/reyco-marine/inc/seed-posts-supporting-4.php,270,realize,realise,N,REPLACE,<p>Tackle boxes. Rods rigged and ready. Cooler with ice. Safety gear checked and stowed. Landing net. Pliers and a knife
wp-content/themes/reyco-marine/inc/seed-posts-supporting-4.php,345,reorganized,reorganised,N,REPLACE,"<p>On slow days I cleaned shelves, reorganized inventory, and put parts back where they actually belonged instead of whe"
wp-content/themes/reyco-marine/inc/seed-products-bercomac.php,31,authorized,authorised,N,REPLACE,'content'=>'<p>Bercomac snowblowers for lawn and garden tractors turn your existing tractor into a serious winter machin
wp-content/themes/reyco-marine/inc/seed-products-catalogue.php,397,prioritize,prioritise,N,REPLACE,"'review'=>'Lift-Up is the choice for owners who prioritize winter-storage simplicity. Ice damage goes away.' ],"
wp-content/themes/reyco-marine/inc/seed-products-cub-cadet.php,60,prioritize,prioritise,N,REPLACE,'content'=>'<p>The Cub Cadet Pro Z 900 S Series pairs the flagship Pro Z 900 power and deck with steering wheel controls
wp-content/themes/reyco-marine/inc/seed-products-mercury.php,145,optimized,optimised,N,REPLACE,'content'  => '<p>The Mercury 75 Pro XS is tuned for serious fishing performance. Aggressive power curves optimized for 
wp-content/themes/reyco-marine/inc/seed-products.php,119,authorized,authorised,N,REPLACE,"'content'   => ""<p>The Mercury 115 FourStroke is one of the most popular outboard motors in Northern Ontario for good re"
wp-content/themes/reyco-marine/inc/seed-products.php,177,authorized,authorised,N,REPLACE,"'content'   => ""<p>The STIHL MS 271 Farm Boss is the chainsaw that Northern Ontario homeowners, farmers, and woodlot own"
wp-content/themes/reyco-marine/page-templates/motors-mercury.php,17,authorized,authorised,N,REPLACE,<p>Mercury Marine has been building outboard motors since 1939 &mdash; and they&rsquo;re the engine behind more boats on
